Time,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23
0.042969,13.479853,16.996337,-5.274725,-6.446886,51.770452,-10.744811,-0.195360,-20.512821,45.909646,-5.665446,4.102564,-22.466422,9.963370,13.089133,0.195360,-1.758242,44.346764,-33.406593,5.665446,-38.485958,-15.824176,24.810745,0.195360
0.046875,8.009768,15.042735,-5.274725,-8.009768,43.565324,-14.261294,-1.367521,-16.996337,40.830281,-10.354090,3.321123,-21.294261,3.321123,11.526252,-0.195360,-3.321123,36.141636,-37.313797,5.665446,-34.578755,-13.870574,19.731380,-0.195360
0.050781,0.195360,11.526252,-7.228327,-9.572650,35.360195,-23.638584,-4.884005,-10.744811,30.671551,-18.168498,-2.539683,-11.526252,-5.665446,6.446886,-5.274725,1.367521,24.029304,-37.313797,7.619048,-33.797314,-10.744811,17.387057,-5.274725
0.054688,-6.056166,8.791209,-11.526252,-11.916972,31.062271,-35.750916,-5.274725,-11.135531,21.684982,-26.373626,-6.446886,-11.916972,-12.307692,2.148962,-11.135531,-0.586081,7.619048,-37.704518,11.916972,-34.188034,-10.354090,21.294261,-11.135531
0.058594,-9.181929,2.148962,-14.261294,-16.605617,23.247863,-42.783883,-8.791209,-9.572650,10.354090,-33.406593,-9.963370,-11.526252,-22.466422,-1.367521,-15.824176,-4.493284,-8.400488,-40.048840,14.652015,-27.155067,-10.354090,15.433455,-15.824176
0.062500,-15.042735,-3.711844,-15.824176,-20.903541,11.135531,-46.691087,-15.433455,-5.274725,0.195360,-40.439560,-15.824176,-6.056166,-31.452991,-6.837607,-20.512821,-3.321123,-22.466422,-40.439560,16.214896,-22.075702,-7.619048,5.274725,-20.512821
0.066406,-19.731380,-6.837607,-20.122100,-22.075702,6.056166,-52.942613,-16.605617,-6.446886,-8.791209,-45.518926,-16.996337,-6.446886,-33.406593,-12.307692,-25.201465,-6.056166,-33.406593,-38.095238,20.512821,-22.857143,-6.837607,6.056166,-25.201465
0.070312,-20.512821,-8.791209,-25.592186,-22.857143,0.976801,-56.068376,-14.261294,-9.181929,-17.777778,-46.300366,-12.307692,-10.744811,-31.843712,-16.214896,-27.155067,-11.135531,-40.830281,-34.188034,25.982906,-20.122100,-6.837607,4.884005,-27.155067
0.074219,-21.294261,-11.916972,-26.764347,-24.810745,-11.916972,-49.816850,-17.387057,-5.274725,-29.890110,-45.518926,-11.526252,-4.884005,-35.750916,-16.996337,-27.936508,-10.744811,-47.472527,-28.717949,27.155067,-11.916972,-1.758242,-5.274725,-27.936508
0.078125,-24.029304,-12.307692,-28.327228,-25.982906,-23.638584,-45.518926,-18.559219,-2.148962,-40.048840,-43.956044,-11.135531,0.976801,-36.923077,-15.824176,-31.452991,-9.181929,-51.379731,-22.857143,28.717949,-10.744811,0.586081,-7.619048,-31.452991
0.082031,-20.903541,-8.400488,-31.452991,-28.327228,-27.545788,-42.783883,-12.307692,-6.056166,-47.472527,-38.095238,-5.665446,0.195360,-34.578755,-13.479853,-28.717949,-12.698413,-53.333333,-16.605617,31.843712,-9.181929,-2.148962,-6.056166,-28.717949
0.085938,-15.042735,-9.963370,-29.890110,-28.717949,-31.062271,-38.095238,-8.791209,-5.274725,-47.863248,-33.406593,-0.195360,0.195360,-32.234432,-9.181929,-26.373626,-13.089133,-55.677656,-8.791209,30.280830,-2.539683,-5.274725,-9.181929,-26.373626
0.089844,-13.870574,-8.400488,-27.936508,-26.373626,-33.797314,-34.969475,-4.884005,-3.711844,-42.393162,-30.280830,0.976801,3.711844,-26.764347,-6.837607,-25.201465,-7.228327,-52.551893,0.195360,28.327228,-3.321123,-4.884005,-9.963370,-25.201465
0.093750,-8.400488,-2.539683,-26.373626,-22.466422,-26.373626,-32.625153,2.539683,-4.493284,-30.280830,-26.373626,4.884005,0.586081,-16.214896,-4.493284,-18.168498,-10.744811,-48.644689,10.354090,26.764347,-9.963370,-8.009768,-0.586081,-18.168498
0.097656,0.195360,0.586081,-20.512821,-20.122100,-19.731380,-23.638584,7.228327,-3.711844,-16.214896,-24.029304,6.837607,0.195360,-5.665446,-2.148962,-15.042735,-8.400488,-45.128205,17.777778,20.903541,-7.619048,-7.619048,-2.148962,-15.042735
0.101562,4.493284,5.665446,-11.916972,-17.777778,-15.433455,-12.698413,8.400488,0.586081,-2.539683,-21.684982,5.665446,3.321123,4.884005,-2.148962,-11.526252,-4.493284,-38.095238,22.075702,12.307692,-6.446886,-4.884005,-4.884005,-11.526252
0.105469,10.744811,12.698413,-8.791209,-15.042735,-5.665446,-7.619048,9.963370,3.321123,6.446886,-17.777778,3.711844,6.446886,14.652015,-1.367521,-8.791209,-3.321123,-33.797314,26.764347,9.181929,-14.261294,-4.884005,0.976801,-8.791209
0.109375,17.777778,18.559219,-6.056166,-13.479853,3.321123,-2.148962,13.479853,1.758242,11.916972,-10.744811,8.009768,4.493284,23.247863,1.367521,-5.274725,-4.102564,-29.890110,30.671551,6.446886,-17.387057,-6.056166,8.009768,-5.274725
0.113281,21.684982,16.996337,-1.758242,-9.572650,8.400488,0.586081,10.354090,6.837607,11.916972,-5.274725,11.916972,6.056166,24.810745,2.930403,-1.758242,-0.195360,-26.764347,33.797314,2.148962,-12.307692,-3.321123,2.148962,-1.758242
0.117188,24.420024,13.479853,-1.758242,-6.446886,15.824176,-3.321123,6.056166,10.744811,9.963370,-4.884005,14.261294,10.354090,24.810745,1.758242,0.586081,2.148962,-25.201465,37.704518,2.148962,-12.698413,-2.930403,2.539683,0.586081
0.121094,23.638584,13.089133,-2.930403,-4.884005,23.247863,-8.400488,6.446886,6.446886,9.963370,-2.930403,19.731380,6.056166,27.155067,2.930403,2.930403,-0.195360,-29.108669,40.439560,3.321123,-14.261294,-4.493284,8.400488,2.930403
0.125000,20.512821,8.009768,-0.976801,-3.711844,20.122100,-9.963370,4.102564,8.009768,7.619048,-2.930403,21.294261,6.056166,22.466422,4.493284,4.102564,0.586081,-34.578755,41.611722,1.367521,-7.619048,-3.711844,4.493284,4.102564
0.128906,15.824176,2.930403,0.195360,-2.539683,13.870574,-10.744811,0.976801,13.479853,3.321123,-6.837607,18.949939,10.354090,15.824176,3.711844,3.711844,2.148962,-42.002442,43.956044,0.195360,-6.056166,-2.539683,0.586081,3.711844
0.132812,10.744811,2.539683,-0.976801,-0.976801,8.791209,-15.042735,5.274725,11.526252,0.976801,-7.228327,22.075702,6.446886,13.870574,3.321123,3.711844,0.586081,-50.207570,49.035409,1.367521,-9.181929,-3.321123,6.837607,3.711844
0.136719,7.228327,-0.195360,0.195360,0.195360,0.976801,-18.168498,12.698413,11.135531,-2.539683,-7.619048,27.545788,2.930403,11.916972,2.930403,4.493284,-0.195360,-53.724054,53.724054,0.195360,-4.102564,-4.884005,8.400488,4.493284
0.140625,2.148962,-7.619048,2.148962,2.148962,-12.307692,-17.777778,12.307692,17.387057,-12.307692,-11.526252,27.155067,7.228327,3.321123,0.195360,5.274725,0.586081,-56.068376,56.849817,-1.758242,3.321123,-0.586081,0.976801,5.274725
0.144531,-3.711844,-10.354090,2.148962,2.539683,-22.857143,-18.949939,14.261294,17.777778,-22.857143,-14.652015,24.029304,9.963370,-3.321123,-2.930403,2.539683,0.586081,-56.068376,57.240537,-1.758242,4.884005,2.148962,2.539683,2.539683
0.148438,-9.181929,-13.479853,2.539683,0.586081,-30.280830,-18.949939,18.949939,11.135531,-33.015873,-15.824176,22.075702,6.837607,-9.181929,-7.228327,-0.195360,-2.148962,-55.286935,53.333333,-2.148962,9.963370,1.758242,2.539683,-0.195360
0.152344,-13.089133,-18.559219,3.711844,-2.539683,-38.485958,-17.387057,16.996337,8.009768,-42.783883,-17.777778,17.387057,5.665446,-14.261294,-12.307692,-4.102564,-4.493284,-55.677656,46.691087,-3.321123,16.214896,4.884005,-5.274725,-4.102564
0.156250,-21.294261,-19.731380,3.711844,-4.493284,-43.565324,-19.731380,14.261294,6.446886,-49.035409,-21.294261,11.135531,7.228327,-19.340659,-16.996337,-9.572650,-4.102564,-56.068376,40.830281,-3.321123,13.870574,6.446886,-6.056166,-9.572650
0.160156,-25.982906,-18.559219,1.367521,-5.274725,-40.830281,-23.638584,13.479853,0.976801,-52.551893,-20.512821,9.181929,2.539683,-20.122100,-19.731380,-12.698413,-5.665446,-55.677656,35.750916,-0.976801,10.744811,4.493284,-2.539683,-12.698413
0.164062,-26.764347,-19.731380,2.930403,-5.274725,-34.969475,-25.592186,8.009768,2.539683,-54.114774,-18.949939,11.916972,0.195360,-19.731380,-19.731380,-13.089133,-5.274725,-54.114774,30.280830,-2.539683,14.261294,6.837607,-9.181929,-13.089133
0.167969,-27.545788,-22.857143,4.884005,-4.102564,-29.108669,-28.717949,0.976801,7.228327,-56.849817,-16.996337,10.744811,2.930403,-22.466422,-20.512821,-12.307692,-2.148962,-52.551893,25.592186,-4.493284,17.777778,9.572650,-16.214896,-12.307692
0.171875,-28.327228,-20.903541,3.711844,-4.102564,-19.340659,-33.797314,-0.195360,2.930403,-59.975580,-15.042735,11.135531,0.976801,-23.638584,-20.512821,-13.870574,-2.539683,-50.989011,21.684982,-3.321123,11.526252,8.791209,-10.744811,-13.870574
0.175781,-26.764347,-19.340659,2.539683,-6.056166,-15.042735,-34.188034,0.976801,-1.367521,-62.710623,-11.526252,13.870574,-2.539683,-23.638584,-19.340659,-13.870574,-4.493284,-50.598291,18.559219,-2.148962,9.181929,8.400488,-9.181929,-13.870574
0.179688,-29.108669,-18.949939,4.102564,-8.009768,-22.857143,-28.327228,-1.758242,0.586081,-63.492063,-8.791209,10.354090,1.367521,-21.294261,-17.387057,-13.870574,-4.884005,-49.035409,15.824176,-3.711844,11.916972,9.572650,-15.824176,-13.870574
0.183594,-30.671551,-14.261294,3.711844,-9.572650,-25.201465,-26.373626,-1.367521,1.758242,-61.538462,-8.400488,8.009768,5.274725,-16.996337,-18.559219,-13.479853,-5.274725,-45.518926,17.777778,-3.321123,7.619048,8.009768,-14.261294,-13.479853
0.187500,-26.764347,-6.837607,3.711844,-9.572650,-22.857143,-23.638584,4.102564,2.148962,-53.333333,-4.102564,10.744811,4.884005,-5.665446,-16.996337,-13.089133,-3.711844,-40.830281,20.903541,-3.321123,4.884005,5.274725,-9.963370,-13.089133
0.191406,-20.122100,-2.539683,8.009768,-9.963370,-24.810745,-13.870574,4.493284,9.181929,-43.956044,0.195360,10.354090,9.572650,1.758242,-13.089133,-4.884005,-5.274725,-35.750916,22.857143,-7.619048,10.354090,4.493284,-16.605617,-4.884005
0.195312,-12.698413,0.195360,8.400488,-8.400488,-22.857143,-8.791209,3.321123,16.605617,-37.313797,1.758242,4.884005,16.605617,5.665446,-12.307692,-2.930403,-2.148962,-31.452991,24.810745,-8.009768,9.181929,4.884005,-18.168498,-2.930403
0.199219,-6.837607,4.884005,6.446886,-8.791209,-17.387057,-6.446886,6.056166,13.089133,-31.062271,5.274725,3.711844,14.652015,10.354090,-11.916972,-2.930403,-0.195360,-26.764347,25.592186,-6.056166,4.884005,0.586081,-11.526252,-2.930403
0.203125,-1.758242,6.056166,5.665446,-8.009768,-13.089133,-3.321123,7.228327,10.744811,-25.592186,8.791209,2.148962,12.698413,14.261294,-13.089133,-0.195360,-0.976801,-21.684982,24.810745,-5.274725,6.446886,-2.930403,-10.744811,-0.195360
0.207031,0.195360,2.148962,6.056166,-6.446886,-11.916972,-0.195360,1.367521,13.089133,-21.294261,7.228327,-2.539683,15.042735,13.089133,-15.433455,-0.195360,1.758242,-15.433455,23.247863,-5.665446,9.572650,-0.976801,-16.214896,-0.195360
0.210938,-2.930403,2.539683,5.274725,-3.711844,-9.572650,-0.586081,0.976801,10.354090,-12.698413,6.446886,-5.274725,12.307692,15.042735,-16.605617,-0.195360,3.321123,-11.135531,23.247863,-4.884005,4.102564,-0.195360,-10.354090,-0.195360
0.214844,-1.367521,0.586081,6.446886,-0.586081,-4.884005,-0.586081,2.539683,8.400488,-3.321123,6.837607,-4.493284,5.665446,16.996337,-15.824176,2.148962,1.758242,-8.791209,20.512821,-6.056166,7.619048,-0.976801,-9.572650,2.148962
0.218750,3.321123,-4.493284,8.791209,1.367521,-0.195360,0.586081,-0.976801,9.572650,2.930403,4.884005,-8.791209,4.102564,15.824176,-16.214896,2.148962,1.758242,-8.791209,16.214896,-8.400488,12.698413,2.930403,-15.433455,2.148962
0.222656,1.367521,-6.446886,6.837607,2.148962,4.493284,-4.493284,-3.711844,9.181929,8.009768,2.539683,-15.824176,3.321123,14.261294,-16.605617,-1.367521,2.539683,-11.526252,12.307692,-6.446886,9.963370,4.493284,-9.181929,-1.367521
0.226562,-2.148962,-8.791209,2.930403,0.195360,4.884005,-11.916972,-4.884005,3.321123,11.135531,-1.758242,-23.247863,-1.367521,9.963370,-17.777778,-6.446886,-0.195360,-16.605617,3.711844,-2.539683,8.400488,4.493284,-2.148962,-6.446886
0.230469,-3.321123,-13.479853,0.586081,0.195360,6.056166,-15.433455,-7.619048,1.367521,9.181929,-7.228327,-27.936508,-4.884005,4.102564,-21.294261,-9.963370,-2.539683,-20.512821,-2.930403,-0.195360,14.261294,7.228327,-5.665446,-9.963370
0.234375,-8.400488,-19.731380,-0.586081,0.976801,4.493284,-24.420024,-11.526252,3.321123,2.930403,-13.479853,-33.015873,-1.367521,-3.711844,-25.982906,-13.870574,-0.586081,-27.155067,-8.400488,0.976801,17.777778,11.135531,-9.181929,-13.870574
0.238281,-18.168498,-22.857143,-5.274725,3.321123,1.758242,-35.360195,-9.572650,0.195360,-2.930403,-18.168498,-32.625153,-3.321123,-8.791209,-29.108669,-16.214896,-1.367521,-33.015873,-13.089133,5.665446,14.261294,12.698413,-2.930403,-16.214896
0.242188,-22.466422,-26.764347,-6.056166,3.711844,-2.148962,-40.048840,-8.400488,0.195360,-12.307692,-18.949939,-29.499389,-4.102564,-13.089133,-29.499389,-18.168498,-3.711844,-37.704518,-18.168498,6.446886,18.168498,15.433455,-3.711844,-18.168498
0.246094,-28.717949,-31.843712,-3.321123,4.102564,-11.135531,-40.439560,-11.916972,4.102564,-23.247863,-18.949939,-31.062271,2.930403,-18.168498,-28.717949,-20.122100,-1.367521,-41.221001,-19.731380,3.711844,22.857143,21.294261,-9.963370,-20.122100
0.250000,-37.313797,-33.406593,-7.619048,4.493284,-18.559219,-43.174603,-13.479853,2.148962,-30.280830,-18.559219,-29.499389,3.711844,-20.122100,-29.108669,-23.247863,-1.758242,-40.830281,-21.294261,8.009768,20.903541,22.857143,-5.665446,-23.247863
0.253906,-39.267399,-31.843712,-10.354090,3.321123,-20.903541,-42.393162,-10.744811,-3.321123,-35.360195,-14.261294,-26.373626,-1.367521,-16.996337,-27.936508,-25.982906,-4.493284,-37.313797,-22.466422,10.744811,20.512821,22.466422,-2.539683,-25.982906
0.257812,-36.923077,-31.843712,-9.963370,4.102564,-24.029304,-35.360195,-13.089133,-2.148962,-37.313797,-9.963370,-26.373626,-1.367521,-16.996337,-25.982906,-26.373626,-4.884005,-31.843712,-21.684982,10.354090,24.029304,24.810745,-9.181929,-26.373626
0.261719,-36.141636,-31.452991,-11.916972,5.274725,-26.373626,-31.843712,-14.261294,-0.976801,-40.048840,-6.446886,-25.592186,-2.148962,-19.340659,-23.247863,-26.764347,-4.493284,-25.201465,-20.903541,12.307692,20.903541,25.982906,-9.181929,-26.764347
0.265625,-31.062271,-26.373626,-14.652015,1.758242,-22.075702,-31.843712,-10.744811,-4.884005,-36.923077,-1.758242,-20.903541,-7.228327,-12.307692,-20.512821,-25.592186,-8.400488,-20.122100,-22.075702,15.042735,18.168498,22.466422,-5.274725,-25.592186
0.269531,-27.155067,-24.810745,-14.261294,-1.367521,-21.684982,-30.280830,-9.572650,-6.056166,-32.234432,0.195360,-18.168498,-8.791209,-7.228327,-18.168498,-22.857143,-8.791209,-15.824176,-24.810745,14.652015,21.684982,18.949939,-8.400488,-22.857143
0.273438,-25.592186,-26.373626,-13.089133,-3.711844,-25.201465,-29.108669,-11.526252,-2.539683,-27.155067,0.195360,-19.340659,-2.148962,-4.493284,-16.605617,-22.857143,-3.321123,-11.135531,-27.545788,13.479853,23.638584,16.214896,-11.526252,-22.857143
0.277344,-22.857143,-23.247863,-16.214896,-6.056166,-23.638584,-30.280830,-11.135531,-3.321123,-19.340659,0.976801,-19.731380,0.195360,1.367521,-14.261294,-21.294261,-1.758242,-6.837607,-27.936508,16.605617,20.903541,9.963370,-8.009768,-21.294261
0.281250,-13.870574,-23.247863,-14.261294,-8.791209,-18.949939,-27.155067,-9.181929,-4.493284,-10.354090,4.102564,-18.559219,-0.976801,8.791209,-9.963370,-18.949939,-3.711844,-0.976801,-29.108669,14.652015,26.373626,5.665446,-9.572650,-18.949939
0.285156,-4.102564,-26.764347,-11.526252,-8.009768,-14.261294,-22.857143,-10.744811,-1.758242,-3.711844,6.446886,-20.903541,0.195360,12.307692,-8.400488,-18.168498,-2.148962,3.711844,-28.717949,11.916972,31.062271,5.665446,-15.433455,-18.168498
0.289062,0.586081,-24.810745,-10.354090,-6.056166,-5.274725,-23.638584,-8.791209,-2.148962,2.148962,6.837607,-24.420024,-1.367521,16.605617,-8.791209,-13.089133,-9.181929,8.400488,-27.936508,10.744811,25.982906,5.665446,-8.400488,-13.089133
0.292969,3.711844,-20.122100,-9.572650,-6.056166,2.148962,-22.466422,-5.274725,-6.056166,8.009768,5.665446,-25.592186,-5.665446,21.294261,-10.744811,-12.307692,-14.261294,11.526252,-27.936508,9.963370,22.075702,5.665446,-2.539683,-12.307692
0.296875,4.102564,-20.122100,-6.056166,-2.539683,3.321123,-18.559219,-5.274725,-3.711844,9.572650,3.321123,-27.936508,-4.884005,21.294261,-16.996337,-10.744811,-11.526252,15.433455,-28.327228,6.446886,24.420024,7.619048,-9.572650,-10.744811
0.300781,3.321123,-18.559219,-2.539683,2.539683,6.446886,-17.387057,-5.665446,1.367521,10.744811,0.195360,-29.499389,-0.976801,19.731380,-22.075702,-9.181929,-6.056166,20.512821,-24.810745,2.930403,22.857143,6.446886,-12.307692,-9.181929
0.304688,4.102564,-16.996337,-2.148962,7.228327,11.916972,-17.777778,-2.148962,0.586081,14.652015,0.195360,-24.810745,-5.274725,21.684982,-24.029304,-7.619048,-3.321123,24.029304,-22.075702,2.539683,20.122100,1.758242,-7.228327,-7.619048
0.308594,4.884005,-18.949939,0.586081,12.698413,11.916972,-15.042735,0.586081,2.148962,16.996337,0.976801,-20.122100,-8.400488,20.512821,-24.029304,-3.711844,-2.148962,26.764347,-20.512821,-0.195360,22.466422,1.367521,-9.963370,-3.711844
0.312500,4.102564,-22.857143,3.711844,19.340659,9.181929,-12.698413,0.586081,8.009768,16.996337,-0.976801,-19.731380,-6.446886,14.652015,-23.247863,-2.148962,0.195360,27.545788,-20.122100,-3.321123,24.420024,4.493284,-13.089133,-2.148962
0.316406,0.586081,-22.075702,3.711844,24.420024,11.135531,-14.652015,3.711844,6.446886,17.387057,-4.102564,-17.777778,-8.009768,13.479853,-25.201465,-0.976801,0.586081,26.373626,-18.949939,-3.321123,19.340659,4.493284,-6.056166,-0.976801
0.320312,-1.758242,-20.122100,4.102564,25.592186,13.089133,-16.605617,8.009768,4.102564,13.089133,-4.884005,-13.870574,-11.916972,10.744811,-27.155067,-1.367521,0.195360,25.592186,-18.559219,-3.711844,18.559219,4.102564,-2.148962,-1.367521
0.324219,-4.102564,-20.512821,8.009768,28.327228,6.446886,-13.089133,7.228327,9.963370,5.274725,-7.228327,-11.916972,-8.009768,4.493284,-28.717949,-0.976801,2.930403,26.373626,-16.214896,-7.619048,20.512821,6.837607,-7.228327,-0.976801
0.328125,-8.009768,-18.168498,9.572650,29.499389,2.539683,-10.744811,6.837607,13.870574,-0.586081,-8.791209,-9.181929,-3.321123,0.586081,-28.327228,-0.976801,5.274725,25.201465,-12.307692,-9.181929,16.605617,7.619048,-4.884005,-0.976801
0.332031,-10.354090,-14.261294,9.181929,28.717949,0.586081,-11.916972,11.526252,11.916972,-5.665446,-6.446886,-1.758242,-2.148962,1.367521,-25.201465,0.976801,6.056166,23.247863,-7.619048,-8.791209,14.652015,6.056166,-1.367521,0.976801
0.335938,-10.354090,-15.433455,9.963370,31.452991,-2.539683,-11.135531,11.916972,16.605617,-9.963370,-4.884005,3.711844,2.930403,0.195360,-22.466422,3.711844,9.572650,20.903541,-5.665446,-9.572650,17.777778,6.837607,-5.665446,3.711844
0.339844,-14.652015,-14.261294,8.009768,33.015873,-4.884005,-13.479853,9.181929,20.903541,-14.261294,-7.619048,5.274725,13.089133,-3.711844,-19.731380,4.884005,15.824176,18.559219,-4.884005,-7.619048,15.433455,9.181929,-7.228327,4.884005
0.343750,-18.168498,-10.354090,5.665446,31.843712,-1.758242,-18.168498,10.354090,18.559219,-15.042735,-6.837607,7.228327,16.605617,-5.274725,-15.824176,5.665446,18.168498,16.996337,-6.446886,-5.274725,11.135531,7.619048,-1.758242,5.665446
0.347656,-16.214896,-8.400488,6.446886,32.234432,0.195360,-15.824176,9.181929,20.122100,-12.698413,-6.056166,9.572650,18.949939,-5.665446,-10.744811,8.009768,18.168498,18.559219,-10.354090,-6.056166,13.870574,8.791209,-5.665446,8.009768
0.351562,-15.042735,-10.354090,8.400488,30.671551,1.367521,-14.261294,6.056166,19.340659,-11.916972,-7.619048,9.963370,21.684982,-8.009768,-8.791209,9.181929,19.731380,20.512821,-16.214896,-8.009768,16.996337,9.181929,-10.744811,9.181929
0.355469,-16.214896,-8.400488,6.446886,27.155067,4.884005,-15.433455,4.493284,14.652015,-8.400488,-9.181929,7.228327,23.247863,-7.619048,-8.791209,8.009768,20.903541,20.512821,-18.559219,-6.056166,11.916972,7.228327,-6.837607,8.009768
0.359375,-16.996337,-5.665446,4.493284,24.029304,6.446886,-15.042735,5.665446,8.009768,-1.758242,-9.181929,9.572650,18.949939,-4.102564,-6.837607,10.744811,18.559219,19.340659,-19.340659,-4.102564,9.572650,2.539683,-4.884005,10.744811
0.363281,-12.698413,-6.837607,5.274725,21.294261,8.400488,-11.526252,0.586081,9.181929,1.367521,-9.181929,10.744811,21.294261,-1.758242,-7.619048,13.479853,20.903541,18.168498,-17.777778,-4.884005,11.526252,2.930403,-13.089133,13.479853
0.367188,-9.963370,-4.884005,2.930403,20.122100,14.261294,-12.307692,-2.148962,8.400488,6.056166,-11.135531,9.963370,25.201465,0.976801,-10.354090,14.652015,25.201465,17.777778,-13.089133,-2.539683,8.791209,0.195360,-14.652015,14.652015
0.371094,-6.056166,0.195360,2.148962,17.387057,25.201465,-14.261294,0.195360,2.930403,16.605617,-12.307692,12.698413,19.340659,8.400488,-11.135531,15.042735,24.029304,18.949939,-9.963370,-1.758242,3.711844,-4.102564,-9.572650,15.042735
0.375000,0.586081,0.976801,3.711844,17.777778,33.406593,-9.963370,0.195360,1.758242,24.029304,-11.526252,11.135531,19.731380,9.963370,-9.963370,18.168498,25.201465,22.075702,-10.744811,-3.321123,6.056166,-4.884005,-13.479853,18.168498
0.378906,3.321123,0.195360,3.711844,16.605617,38.095238,-8.009768,-5.665446,1.758242,30.671551,-15.433455,4.884005,18.949939,8.009768,-11.916972,16.605617,25.982906,24.420024,-14.652015,-3.321123,4.493284,-4.493284,-15.824176,16.605617
0.382812,2.539683,1.758242,2.539683,13.870574,45.518926,-10.744811,-6.056166,-4.102564,38.485958,-16.996337,0.195360,13.870574,9.963370,-14.652015,11.916972,27.155067,24.810745,-18.949939,-2.148962,0.195360,-6.837607,-9.572650,11.916972
0.386719,4.884005,2.148962,0.976801,11.916972,52.161172,-12.698413,-7.228327,-8.791209,42.393162,-14.652015,-2.539683,4.884005,10.744811,-15.433455,15.042735,18.559219,25.201465,-23.247863,-0.586081,0.195360,-8.400488,-7.228327,15.042735
0.390625,5.665446,-2.930403,4.493284,11.916972,51.379731,-11.916972,-13.479853,-4.493284,42.783883,-15.042735,-4.493284,2.148962,9.963370,-16.605617,13.870574,16.605617,24.029304,-22.857143,-4.102564,2.930403,-4.493284,-9.963370,13.870574
0.394531,1.758242,-4.493284,5.665446,11.916972,49.816850,-15.433455,-15.042735,-2.930403,41.611722,-16.214896,-6.446886,2.930403,7.619048,-16.996337,11.526252,18.949939,21.684982,-18.559219,-5.274725,0.195360,-2.539683,-6.056166,11.526252
0.398438,0.195360,-6.056166,8.009768,12.698413,49.816850,-16.605617,-9.572650,-6.837607,40.830281,-16.214896,-1.758242,-2.930403,7.228327,-16.605617,12.307692,15.042735,18.559219,-14.261294,-7.619048,0.586081,-3.321123,-1.758242,12.307692
0.402344,0.195360,-10.354090,11.916972,15.433455,48.644689,-15.824176,-7.619048,-5.665446,39.658120,-18.559219,0.195360,-4.884005,6.446886,-16.996337,11.135531,14.261294,16.996337,-11.135531,-11.526252,6.056166,-1.367521,-4.493284,11.135531
